likes,body,url
5,"Расписание групповых программ с 13 по 19 мая

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-64.userapi.com/impf/c846523/v846523601/200e50/iEgHzPe1so8.jpg?size=1280x732&quality=96&sign=a40d0e527cdeccf420de9d6792a0be34&c_uniq_tag=xx5_SV0I-2eI143SO4pZZjBklLLdKzKZiIo74bw4MpQ&type=album
3,"Режим работы клуба в праздничные дни: 
9-12 мая - 9.00-22.00

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-7.userapi.com/impf/c855624/v855624516/385eb/-cOpex1AXpE.jpg?size=596x842&quality=96&proxy=1&sign=f8514fcc256478deab01186e27415846&c_uniq_tag=JoicUJJPloxWejRzTWkCWctAJsuQgGlE0CPrMvSzMQ4&type=album
3,"Расписание групповых программ с 29 апреля по 5 мая

Режим работы клуба в праздничные дни: 
1-5 мая - 9.00-22.00 
6-8 мая - 7.00-24.00 
9-12 мая - 9.00-22.00

[club147399356|Молот - Невский.]",https://sun9-52.userapi.com/impf/c849420/v849420828/17e9cc/KvEmjvuJWQM.jpg?size=1280x1280&quality=96&sign=34218971065e225a9a7f80e59f624b3b&c_uniq_tag=nsF4wE-ZWiOek71SL7J8o9hxvkTEwWnOt6Cspwf6RF8&type=album
5,,https://sun9-64.userapi.com/impf/c855224/v855224810/2fb32/S77_TeR2AfY.jpg?size=596x842&quality=96&proxy=1&sign=719a5e6cda32c7f7635c91a7e7c53c4b&c_uniq_tag=T3kDUElMkHKKmzMxQo6h3Dg7ue0hgkRSwfQpZQQwlc4&type=album
5,Актуальное расписание групповых программ,https://sun9-38.userapi.com/impf/c850336/v850336536/12d27c/XvY9q74nPIQ.jpg?size=1280x720&quality=96&proxy=1&sign=bd9a4265b74824180b0e38b962a095e0&c_uniq_tag=wK0Ewq_ec5NYcqi80De5yeXPiymdfCzhv8GGBkK0Lrg&type=album
0,,https://sun9-33.userapi.com/impf/c845221/v845221348/1ed45d/bpHNJqfUeoQ.jpg?size=678x960&quality=96&proxy=1&sign=c8388681f74e7956339ea1c4d069b4b9&c_uniq_tag=6nuOC8UYE2A72msc_N8LzoB8iLuD7hCq1zn4tmsNQdw&type=album
1,"Расписание групповых программ с 22 по 28 апреля

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-5.userapi.com/impf/c855132/v855132135/2ba16/Tay-C3tzS7E.jpg?size=1280x1280&quality=96&sign=12dd7b6a159f3f497e356d35d73dec17&c_uniq_tag=Z_MSmpKDmleS1S8l8LuTtORnXcJgmz4HtsspAuNwj50&type=album
0,"14 апреля (вс) - ОТМЕНА занятия Тайский Бокс

[club147399356|Молот - Невский. Фитнес клуб]",https://sun9-44.userapi.com/impf/c851024/v851024189/107eab/2_8o_REgyO8.jpg?size=1280x1042&quality=96&sign=ecabc2c763f57fcd425b2f3fe0a6d24a&c_uniq_tag=8_mxLOzJ2k3F_u9_QCNSy4oXJIKV3GojxOTliCazaAM&type=album
0,,https://sun9-24.userapi.com/impf/c845322/v845322509/1d12d0/_npNQTmuO-g.jpg?size=768x1080&quality=96&sign=27ddff778fe1ac56382e14072a8a0941&c_uniq_tag=CagHyVDP1WmIH24d4Lkx3CoanfR8gprDb87S5GoYD7Y&type=album
13,"Тренируйся с теми, кто сильнее. 
Не сдавайся там, где сдаются другие. 
И победишь там, где победить нельзя. 
 
(с)Брюс Ли

Фото от [id21876353|Александр Жигайлов] a_zhigailov
Тренировка [id9113072|Павел Шабалин]",https://sun9-31.userapi.com/impf/c844321/v844321466/1ae324/X_6fxBnSZtk.jpg?size=1280x1279&quality=96&sign=63f9682ec8884e207ddee139c3733734&c_uniq_tag=U58QkNAK-N0iekenGnWE7foRKMsLdLiGYGeJZDNMu9I&type=album
3,"Уважаемые клиенты! 
Пишите отзывы о занятиях с тренерами фитнес-клуба МОЛОТ. 
Эта информация может быть полезна для тех, кто выбирает тренера для персональных занятий. 
 
В обсуждениях -(Выбираем ТРЕНЕРА) - https://vk.com/topic-147399356_39004365

Тренерский состав - https://vk.com/album-147399356_251247118",https://sun9-35.userapi.com/impf/c849020/v849020336/10e4a9/sj6phsBZW58.jpg?size=1280x1279&quality=96&sign=dc4d6687bdef4a4b90c924491aa38037&c_uniq_tag=AofT7OG-XfIXNWq9LyhxknnyrLYuuv5QL4hdlkwnh8o&type=album
4,"Только настойчивость приводит к цели. 
 #мотивация_от_молот

[club147399356|@molotfitness] 
#пауэрлифтинг #фитнес #начни_с_себя #molotfitness #становаятяга",https://sun9-10.userapi.com/impf/c848624/v848624463/fd391/KqHnZcPSa48.jpg?size=1280x1278&quality=96&sign=cd9d567e7059a2e9d2f08927a860dfe7&c_uniq_tag=oHlkDgsqt-_-aGiQj9NwQyoBSGdI-RNoNL6C6R5PMys&type=album
0,"Расписание групповых программ по 6 января, в файле excel, также расписание доступно на сайте molotfitness.ru",https://sun9-20.userapi.com/impf/c849532/v849532710/f67b2/lBCFXvmAWd0.jpg?size=1280x1280&quality=96&sign=663cb319fe91a2e5761d87b2a767749c&c_uniq_tag=GUPet2RYEkj0whfqrIi-fsmVIJJy9wtrD_-8F5UIWsM&type=album
18,"Работа над собой- это лучшее, что вы можете сделать. 
Примите тот факт, что вы не идеальны, но это нормально, а затем начните работать надо всем, что разрушает вас, вашими сомнениями, вашим эго и плохими мыслями.
В конце концов вы придёте к гармонии с собой, и это самое классное чувство в мире. (с)

На фото тренер клуба Молот - Екатерина Пинясова

[club147399356|Молот - Невский. Фитнес клуб]
 пр.Большевиков, 18",https://sun9-35.userapi.com/impf/c850616/v850616529/64565/bCaRXS1WJCk.jpg?size=1280x925&quality=96&proxy=1&sign=6f1097ac65fe49ee44bf8157eb1d3164&c_uniq_tag=lW5lnjs-vY5A9zazx81SNRkBFx7MIe0IHUy1GrzNjbo&type=album
6,#мотивация_от_молот,https://sun9-59.userapi.com/impf/c844418/v844418271/1458ec/DyHg1m0WVlE.jpg?size=1109x1109&quality=96&proxy=1&sign=e433f63fb5bc2883d2077686f34708f7&c_uniq_tag=_BxQMhvO4sLrJn3fs8DfvZwtTaxx-crQinh2Ye_dHhM&type=album
23,"Никому ничего не доказывай.
Просто следуй к своей мечте.

#мотивация_молот

На фото [id11606397|Игорь Бурун]",https://sun9-65.userapi.com/impf/c851016/v851016789/439a3/U48guNpTvd0.jpg?size=1108x1108&quality=96&proxy=1&sign=203a42cb2f3918b3172ab665cae5b740&c_uniq_tag=u3oyXx8GGSLhTgGkrDxH4IBDB2VW8ubU8NvIUnplEnU&type=album
3,А в чем ваша мотивация?,https://sun9-73.userapi.com/impf/c849428/v849428931/b15a0/sR-Gc9onPX8.jpg?size=1109x1109&quality=96&proxy=1&sign=b0b935d8e4524d9b251e17ec41dc55bd&c_uniq_tag=tF9WiT8kFYGL9zcuKLdtZS6nzetUyD_WlM22glnwRj0&type=album
1,"Уважаемые клиенты и гости клуба!

5 ноября клуб работает в режиме выходного дня с 9:00 до 22:00. Убедительная просьба планировать свои тренировки заранее!
Приносим извинения за доставленные неудобства!

#molotfitness #legendafitness #fitnessDybenko #sport #Дыбенко #фитнесклуб #ткНевский #Сделай_себя_сам",https://sun9-50.userapi.com/impf/c845321/v845321657/12016b/V553oHioLhQ.jpg?size=1280x620&quality=96&sign=0fb43aef86af6f5165ee14a7826c8f10&c_uniq_tag=rkfvg-ph5bCxElY_3BKNomYia-f_l1AC68DpSnTq0xk&type=album
2,"Расписание с 29 октября по 4 ноября доступно на сайте:
http://molotfitness.ru/clubs/nevsky/schedule/",https://sun9-40.userapi.com/impf/c851420/v851420943/327d6/1radlzP4520.jpg?size=1018x489&quality=96&proxy=1&sign=dff63bc1e9ffa3788059237b20f463d9&c_uniq_tag=EBMDJamO3RtAXPYriwoJ0-nclaKQGSURFHf4MRuKgM0&type=album
15,"Сделай себя сам

#молотфитнес #начни_с_себя #molotfitness #legendafitness",https://sun9-71.userapi.com/impf/c850636/v850636611/2d49f/KAkTyjNtl6A.jpg?size=1280x1267&quality=96&sign=2bb1e467b94a2204caa2833bdbaa173c&c_uniq_tag=dY0O6KUgMsVABp2wU9y_kbWj_Oj03sn6Qm7nFXkhhzU&type=album
3,"Halloween до 28.10!
ЦеНы ИсПуГаЛиСь!
БЕЗЛИМИТНЫЙ ФИТНЕС-6666р.

#molotfitness #молотфитнес #скидки",https://sun9-13.userapi.com/impf/c845122/v845122465/117e45/kWMd81bUk7E.jpg?size=1200x1200&quality=96&proxy=1&sign=639a49af9829e8ad1ebd2d3d06723e73&c_uniq_tag=zTx9tZVr-voiMXHMD8TQJHW2cksiMXLuLpUUaVoTBxs&type=album
4,"Расписание с 22 по 28 октября доступно на сайте:
http://molotfitness.ru/clubs/nevsky/schedule/",https://sun9-65.userapi.com/impf/c846221/v846221638/113176/8JRH_ZKsQs4.jpg?size=1280x720&quality=96&sign=1d96376b2a909e3f3015135bc8bff136&c_uniq_tag=Z36NWmVBP5MdhOqxFxyBdODMOq-GH5qhWV_X0NE8Ih4&type=album
1,"Скидывайте свою любимую музыку в комментарии!

#molotfitness #fitnessPSB #музыкаСпорт #НачниССебя",https://sun9-47.userapi.com/impf/c850428/v850428627/2b466/9RmQ6LpJqY8.jpg?size=800x800&quality=96&proxy=1&sign=26d32e76eac959a84d6c92a87a619da8&c_uniq_tag=_4tMYAzMTPHOcSHdYofBHOjXG7EJ_RTPh7Ge1DimFG8&type=album
1,"А вам какой стиль больше нравится?
Голосуем )
на фото тренер тренажерного зала Молот Дмитрий Федосеев 

 #молотфитнес #фитнесмолот",https://sun9-48.userapi.com/impf/c852036/v852036529/25e37/q61740ExXTA.jpg?size=960x960&quality=96&proxy=1&sign=307464658a950692746be8495009343d&c_uniq_tag=9Yo1AYWU8d1H_435GtGGeteIiPCqlZfi21a5ZgGvdi4&type=album
3,"В сетке наших занятий есть урок под названием Миофасциальный релиз, но не каждый клиент знает что это!

Что такое [club147399356|миофасциальный релиз] и зачем он нужен!

 Миофасциальный релиз — это упражнения, направленные на высвобождение фасции. Фасция — соединительная ткань, покрывающая мышцы, сухожилия, органы и сосудисто-нервные пучки в нашем организме. Всё тело человека и его части взаимосвязаны, так как нет в организме ни одной клеточки, где бы не было этой соединительной ткани.

Фасция состоит из коллагена и эластина, которые связывают молекулы воды и обеспечивают скольжение слоёв относительно друг друга, а значит, позволяют легче и эффективнее двигаться.

Наше тело состоит из многих слоёв: от самых поверхностных (кожа) до более глубоких (костная структура). Все эти слои должны скользить относительно друг друга и между собой. Чтобы это было легче понять, представьте очень тепло одетого человека: тогда кожа — это шуба, крупные мышцы — пиджак, ещё более глубокий слой мышц — жилет, ещё слой — рубашка, майка и так далее. И все эти слои скользят относительно друг друга, обеспечивая здоровое движение человека.

В идеальном организме фасции всегда остаются мягкими и эластичными и сохраняют свою подвижность, но на деле с возрастом, под влиянием травм и нагрузок фасциальная ткань теряет эластичность, становится тугой и ограниченной в подвижности. При перенапряжении фасции ухудшается кровоток сосудов, которые проходят через неё. Напряжение одной фасции отражается на тонусе других. Поэтому фасции нужно массировать, чтобы «разбивать» очаги напряжения, высвобождать его, уменьшать «жёсткость» тела и не давать фасциям «склеиваться» и «слипаться» (если процесс запустить, можно и вовсе заработать спайки фасций) — для этого и нужен миофасциальный релиз. Гибкие и подвижные фасции — залог хорошей осанки, быстрого восстановления после нагрузок и медленного «износа» организма.

#molotfitness #молотфитнес #начни_с_себя #молот #тркневский #Миофасциальныйрелиз",https://sun9-11.userapi.com/impf/c845324/v845324307/1139df/3CPClli-Klg.jpg?size=567x567&quality=96&proxy=1&sign=152af673e281d63eccd80796819bf0f8&c_uniq_tag=jk5f_hykvcfQACJK0N9Xdv2jaJD0BV1TxM4Qh2YUQlE&type=album
4,"Расписание  с 15 по 21 октября доступно на сайте: 
http://molotfitness.ru/clubs/nevsky/schedule/",https://sun9-51.userapi.com/impf/c845419/v845419307/113f25/e4L52n5c3XE.jpg?size=1280x720&quality=96&sign=df26cba0eb422a0a6a1630ca1cd3d64b&c_uniq_tag=UavL4B4jldwvT1JUx1X9cShKIvaLM8i9BiUhhLIKBGs&type=album
0,Расписание с 8 по 14 октября,https://sun9-66.userapi.com/impf/c849428/v849428330/8bf8c/4tsopb5DbUE.jpg?size=1018x489&quality=96&proxy=1&sign=d3a4bf6dd8f065d228a2d6672bfd0190&c_uniq_tag=HNceZ-1BnrsZHs2-d5055NiTJY7Ox_Zt6C1MlvDrM4U&type=album
4,#molotfitness #кардио #музыкаДляКардио,https://sun9-70.userapi.com/impf/c850224/v850224224/3f490/EXkCVoAQyd4.jpg?size=800x800&quality=96&proxy=1&sign=ef8824af43502b3f503112a562c3d60c&c_uniq_tag=865uiRYDwKk9QPI1gX4kDFs7gYlPGVO9fuVfxKg_nJo&type=album
3,#molotfitness #молотфитнес #фитнесСпб,https://sun9-40.userapi.com/impf/c852320/v852320606/1626f/ji7v-O23pKc.jpg?size=1280x1280&quality=96&sign=97fc70f19cd0cf24f73a880d738be893&c_uniq_tag=Eld7QtUAaMRZUqIn_A_oQ0FYyz7sxhpRm4Ie0L-XoZQ&type=album
1,Расписание с 1 по 7 октября,https://sun9-29.userapi.com/impf/c850328/v850328727/3bf58/V1T5x_YUHvU.jpg?size=1018x489&quality=96&proxy=1&sign=b865f052b54b6e0e0b98e33ce806d373&c_uniq_tag=snJ0GIfhRRKcIcpSoBs0BevaT-yKNT--wsyMzpoSBaE&type=album
10,"В рубрике знакомство с тренером у нас прекрасный человек и спортсмен Игорь Бурун! 
В настоящее время он отвечает у нас за функциональный тренинг и лучше специалиста вряд ли можно найти! Разработанные им тренировки направлены на приобретение красивых и стройных форм, развитие умения владеть своим телом, улучшения общей физической подготовки. 
 
Работая с Игорем, вы сможете вместе сформировать культуру питания и по-настоящему пропитаться идеей здорового образа жизни. 

Опыт работы: с 2013 года.

#molotfitness #legendafitness #молотфитнес #trx",https://sun9-23.userapi.com/impf/c845221/v845221203/f8e67/wAASEwocHb8.jpg?size=1080x1080&quality=96&proxy=1&sign=014c4c9664a46dc633baaddc624d8d52&c_uniq_tag=nTjpGowgPJ3PjIkm1PovtZr7PdF2loYHDykPWAsZcQ4&type=album
5,"Расписание с 24 по 30 сентября
http://molotfitness.ru/schedule/nevsky",https://sun9-11.userapi.com/impf/c831109/v831109985/1a010b/NNZikwxX6GA.jpg?size=1018x489&quality=96&proxy=1&sign=702e3633d4f3c4376f9f0adeabf18536&c_uniq_tag=8xDZKawySbWadrQsFXUMgWigx99UQ222eSbtaFse3Kk&type=album
0,"Завтра - последний день недели открытых детских уроков! 
В 14 часов состоятся 2 урока - Бокс и Танцы для детей от 6 до 9 лет!

Для записи необходимо только позвонить по телефону 425 39 39",https://sun9-14.userapi.com/impf/c845120/v845120935/f3fc7/aA_o18Ht4-E.jpg?size=800x800&quality=96&proxy=1&sign=e4d03aba56504de4247af4aa41eebb2f&c_uniq_tag=qUJ2h0V2GfMkmip_38lJ_4CWfJWNhYulaVih3jjmv-k&type=album
15,#molotfitness #dybenkofitness #dybenko #fitness,https://sun9-25.userapi.com/impf/c849224/v849224612/80c48/fn5SsGQEoOM.jpg?size=800x800&quality=96&proxy=1&sign=2c8e9d795a4eb6e19afbb46340ffedf9&c_uniq_tag=y2B46C8vvK7IjF2KiZIDVR55eYrCwcbLlNhIt7rJy3I&type=album
6,"Друзья сегодня стартует неделя детских открытых уроков!

MIX FIGHT 12-16
В средней группе упор делается на изучение самых эффективных приемов из арсенала микс файта! Ребята научатся применять удары и броски в реальных боевых ситуациях, будут готовиться, и выступать на соревнованиях. 

ФТ ДЕТИ 6-9 
Это круговые тренировки, направленные на развитие кардио- и силовой выносливости, силы, баланса, гибкости. Различные уровни сложности занятий. Используется различное оборудование: тренажеры TRX, мячи, 
скакалки, BOSU, степ платформа и др. Урок проводится с учетом возраста ребенка.

АЙКИДО ДЕТИ 8-12 ЛЕТ 
Это адаптированная по возрасту и физическим возможностям программа занятий айкидо. Она построена в духе всей философии айкидо, но учитывает все особенности детской психики и физического развития.

ДЕТИ ТАНЦЫ 10-15 ""Занятие включает в себя: разминку под современную музыку , разучивание танцевальных композиций, растяжку, изучение акробатических элементов, ознакомление с такими стилями как: hip-hop, Jazz Funk, contemporary dance. Занятие направлено на улучшение техники танца, запоминание хореографий и импровизации. Весёлая альтернатива ОФП и другим физическим нагрузкам. Может послужить хорошим стартом для танцевального будущего""

ЮНЫЙ ЕДИНОБОРЕЦ 4-6 ДЕТИ
Дети научатся основам координации и растяжки, так же большое внимание уделяется, развитию всех групп мышц ребенка. Занятия проводятся в игровой форме, интересной и 
понятной для ребенка.

САМООБОРОНА ДЕВОЧКИ 13-15 
На занятиях по самообороне девочки 
научаться преодолевать страх, правильно и эффективно действовать в конфликтных ситуациях в школе, и за ее пределами, а так же использовать и применять приемы, рассчитанные именно на их физическую форму. ""

ФТ ДЕТИ 10-15 
Это круговые тренировки, направленные 
на развитие кардио- и силовой выносливости, силы, баланса, гибкости. Различные уровни сложности занятий. Используется различное оборудование: тренажеры TRX, мячи, скакалки, BOSU, степ платформа, Некоторые силовые тренажеры и др. Урок проводится с учетом возраста ребенка.""

БОКС ДЕТИ 10-15 
В процессе занятия происходит ознакомление 
и изучение базовых упражнений общей физической подготовки, упражнений на координацию, общую растяжку. Весь процесс
 обучения построен на базе специальных общих упражнений бокса. Бокс для детей -это гармоничное развитие личности тела и духа вашего ребенка. Ребенок будет знать, на что способен его организм и психика - что незамедлительно скажется на всех проявлениях его жизни. Ребенок не даст себя в обиду. Будут готовиться и выступать на соревнованиях.""

MIX FIGHT 6-10 
МиксФайт это сравнительно молодое боевое
 единоборство, которое объединяет в себе лучшие приемы из таких видов единоборств как бокс, карате и борьба. Ребята научатся не только постоять, за себя, но и станут крепче духовно и физически!

БОКС ДЕТИ 6-9 
В процессе занятия происходит ознакомление и изучение базовых упражнений общей физической подготовки, упражнений на 
координацию, общую растяжку. Весь процесс обучения построен на базе специальных общих упражнений бокса.

ДЕТИ ТАНЦЫ 6-9 
Занятие включает в себя: разминку под современную музыку , разучивание танцевальных композиций, растяжку, изучение 
акробатических элементов, ознакомление с такими стилями как: hip-hop, Jazz Funk, contemporary dance. Занятие направлено на улучшение техники танца, запоминание хореографий и импровизации. Весёлая 
альтернатива ОФП и другим физическим нагрузкам. Может послужить хорошим стартом для танцевального будущего

#molotfitness #legendafitness #молотфитнес #детскиесекции",https://sun9-36.userapi.com/impf/c850024/v850024130/7d808/DTyWIvb02X8.jpg?size=1000x1000&quality=96&proxy=1&sign=72bd1c923c7268c73c54b48c9ed66f69&c_uniq_tag=payhZ3_gBxje1q26cnM4-3DeqxZg0SKpCvE7slra6X4&type=album
